"Irvin Cobb, His Book","Various"
"The Real Charlotte","Edith Somerville and Martin Ross"
"Jean-Christophe IX","Romain Rolland"
"Finkler's Field","Ralph Henry Barbour"
"Development of Muslim Theology, Jurisprudence and Constitutional Theory","Duncan B. MacDonald"
"The Historians' History of the World in Twenty-Five Volumes Volume 7","Various"
"A Body of Divinity, Vol. 1 of 4","Thomas Ridgley"
"What Have the Greeks Done","What Have the Greeks Done for Modern Civilisation by John Pentland Mahaffy"
"The Natural History of Pliny, Vol. 3 of 6","Pliny the Elder"
"Turkish Memories","Sidney Whitman"
"The Early History of English Poor Relief","E. M. Leonard"
"Harper's Round Table, September 1, 1896","Various"
"A Memoir of Robert Blincoe, an Orphan Boy","John Brown"
"Faulkner's Folly","Carolyn Wells"
"Aquarium","Harold Acton"
"The Horse and His Rider","Rollo Springfield"
"E. K. Means","Eldred Kurtz Means"
"The Architecture of Colonial America","Harold Donaldson Eberlein"
"Jonker Willem van Arkel","Eduard Gerdes"
"Ye Sundial Booke","Thomas Geoffrey Wall Henslow"
"Siitä nousi hirmuinen prosessi","Ilmari Kivinen"
"Why is the Negro Lynched?","Frederick Douglass"
"Tee työ ja opi pelaamaan","Ilmari Kivinen"
"My Southern Home:","William Wells Brown"
"The Luck of the Kid","Ridgwell Cullum"
"R.U.R. (Rossum's Universal Robots)","Karel Čapek"
"Debs: His Life, Writings and Speeches, with a Department of Appreciations","Eugene Victor Debs"
"The Orchid Album, Vol. 2","Robert Warner, Benjamin Samuel Williams and Thomas Moore"
"Ornithologist and Oölogist, Vol. 8, No. 11, November, 1883","Various"
"Aristophanes","William Lucas Collins"
"The Study of Plant Life","M. C. Stopes"
"Jean-Christophe VIII","Romain Rolland"
"The Dance","Daniel Gregory Mason"
"Harper's Young People, August 8, 1882","Various"
"The White Road of Mystery","Philip Dana Orcutt"
"The Printer in Eighteenth-Century Williamsburg","Parke Rouse"
"Josiah's Alarm and Abel Perry's Funeral","Mariettta Holley"
"The Eureka Springs Story","Otto Ernest Rayburn"
"Manon Lescaut","abbé Prévost"
"A. van Dyck","Hermann Knackfuß"
"The Seven Streams","Warwick Deeping"
"One Year at the Russian Court, 1904-1905","Renée Elton Maud"
"Half Brothers","Hesba Stretton"
"The Great Sieges of History","William Robson"
"The Story of Man In Yellowstone","Merrill Dee Beal"
"The Sixth Sense","Charles Henry Brent"
"Twin Tales: Are All Men Alike and The Lost Titian","Arthur Stringer"
"The Powers of Europe and Fall of Sebastopol","A British Officer"
"Elf Jahre Gouverneur in Deutsch-Südwestafrika","Theodor Leutwein"
"Kunnanmiehiä","Kalle Kajander"
"Life and Travel in Lower Burmah","Charles Thomas Paske"
"Johann Sebastian Bach","André Pirro"
"A Modern Legionary","John Patrick Le Poer"
"Memories grave and gay","Florence Howe Hall"
"The Sense of Taste","H. L. Hollingworth and A. T. Poffenberger"
"The Earth's Beginning","Robert S. Ball"
"Uuteen elämään","Väinö Kataja"
"Streets, and Other Verses","Douglas Goldring"
"The Sahara","Pierre Loti"
"The Life and Work of James A. Garfield","John Clark Ridpath"
"Australasian Fossils","Frederick Chapman"
"Decimal Classification","Various"
"The Secret Tomb","Maurice Le Blanc"
"Inter-Ocean Hunting Tales","Edgar Fritz Randolph"
"Young Crow Raider","Francis Lynde Kroll"
"Houston: The Feast Years","George Melvin Fuermann"
"Dancing Without an Instructor","Wilkinson"
"My American Diary","Clare Sheridan"
"Harper's Round Table, August 25, 1896","Various"
"Socrate","Antonio Labriola"
"Peru as It Is, Vol. 2 of 2","Archibald Smith"
"Peru as It Is, Vol. 1 of 2","Archibald Smith"
"Poisonous Snakes of Kansas","Robert F. Clarke"
"The Disappearance of Kimball Webb","Rowland Wright"
"Der Mädchenhandel","Hermann Wagener"
"Aristotle's History of Animals","Aristotle"
"Original Plays","William Schwenck Gilbert"
"The Heir Presumptive and the Heir Apparent","Margaret Oliphant"
"My Two Countries","Nancy Astor"
"The Automatic Maid-of-All-Work","M. L. Campbell"
"Fata Morgana","André Castaigne"
"Maisa Jons","Jonas Lie"
"Poker Jim, Gentleman and other Tales and Sketches","Frank G. Lydston"
"La scienza in cucina e l'arte di mangiar bene","Pellegrino Artusi"
"Erzgebirgische Christ- und Mettenspiele","Max Wenzel"
"Harper's Round Table, August 18, 1896","Various"
"St. Paul's","Elizabeth W. Grierson"
"For Yardley","Ralph Henry Barbour"
"The Stock Exchange","Charles Duguid"
"Sermons Preached At The Church of St. Paul the Apostle New York, During the Year 1861","Anonymous"
"A Child's Guide to Pictures","Charles H. Caffin"
"The Master-Girl","Ashton Hilliers"
"The Path, Vol. 1, 1886-1887","Various"
"Cantares gallegos","Rosalía de Castro"
"The York Problem","Herbert D. Kastle"
"Wayside and Woodland Blossoms","Edward Step"
"The Big Leap","Charles E. Fritch"
"Popular Romances of the West of England","Robert Hunt"
"The Newmarket, Bury, Thetford and Cromer Road","Charles G. Harper"
"Hüben und Drüben; Dritter Band (3/3)","Friedrich Gerstäcker"
"Hüben und Drüben; Zweiter Band (2/3)","Friedrich Gerstäcker"
"Hüben und Drüben; Erster Band (1/3)","Friedrich Gerstäcker"
"Jean-Christophe Pariisissa III","Romain Rolland"
"The Pennsylvania Journal of Prison Discipline and Philanthropy, Vol. 7, No. 3, July 1852","Unknown"
"Myself when Young","Alexander Raban (Alec) Waugh"
"The Boy Travellers in the Far East, Part Fifth","Thomas W. Knox"
"Fifty Years Ago","Walter Besant"
"The Road Away from Revolution","Woodrow Wilson"
"Points of View","Agnes Repplier"
"Blackwood's Edinburgh Magazine, Volume 60, Number 371 September 1846","Various"
"Post Exchange Methods","Paul D. Bunker"
"The Shadowy Third and Other Stories","Ellen Glasgow"
"Journal of Prison Discipline and Philanthropy, March 1912","Unknown"
"Sketches in Duneland","Earl Howell Reed"
"The Last Crusade","George H. Smith"
"Dreamtown, U. S. A.","Leo P. Kelley"
"The Roman Festivals of the Period of the Republic","W. Warde Fowler"
"Pogonologia","Jacques Antoine Dulaure"
"The Cadets of Flemming Hall","Anna Chapin Ray"
"Burgess Unabridged","Gelett Burgess"
"The Girl's Own Paper, Vol. 20, No. 1010, May 6, 1899","Various"
"Outdoor Life and Indian Stories","Edward Sylvester Ellis"
"The Strand Magazine, Vol. 1, No. 4, April 1891","Various"
"Memoirs of an American Lady","Anonymous"
"Arkielämää","Elisabeth Beskow"
"Church, the Falling Away, and the Restoration","James Walter Shepherd"
"Harper's Round Table, August 11, 1896","Various"
"The story of Coventry","Mary Dormer Harris"
"Seller of the Sky","Dave Dryfoos"
"Modern American Poetry","Louis Untermeyer"
"Inhibition","James Causey"
"The Eastern, or Turkish Bath","Erasmus Wilson"
"Tiere und Pflanzen in Wald und Feld","Arabella B. Buckley"
"Character Sketches of Romance, Fiction, and the Drama Vol. 4 of 4","E. Cobham Brewer"
"The Untempered Wind","Joanna E. Wood"
"Jean-Christophe Pariisissa II","Romain Rolland"
"The Babees' Book","Frederick James Furnivall"
"Audubon the Naturalist, Vol. 2 of 2","Francis Hobart Herrick"
"Audubon the Naturalist, Vol. 1 of 2","Francis Hobart Herrick"
"Vagabond Adventures","Ralph Keeler"
"History of Sculpture, Painting, and Architecture","John Smith Memes"
"A Witch in Time","Herb Williams"
"Blackwood's Edinburgh Magazine, Vol. 63, No. 387 January, 1848","Various"
"Galeni pergamensis de temperamentis, et de inaequali intemperie","Claudius Galenus"
"The Confessions of Al Ghazzali","Mohammed Al-Ghazzali"
"Oppressions of the Sixteenth Century in the Islands of Orkney and Zetland, From Original Documents","Various"
"Our Town","Jerome Bixby"
"Shackleton's Last Voyage","Frank Wild"
"Life of Johann Wolfgang Goethe","James Sime"
"Great Smoky Mountains National Park, North Carolina and Tennessee","The National Park Service"
"Handbook of German Idioms","Marcus Bachman Lambert"
"Graham's Magazine, Vol. 31, No. 6, December 1847","Various"
"Aristocracy & Evolution","W. H. Mallock"
"The Procurator of Judea","Anatole France"
"The Girl's Own Paper. Vol. 20, No. 1007. April 15, 1899","Various"
"Harper's Round Table, August 4, 1896","Various"
"Roadtown","Edgar Chambless"
"The Journal of Prison Discipline and Philanthropy New Series, No. 50, November 1911","Various"
"Making Home Profitable","Kate V. Saint-Maur"
"The American Bee Journal. Vol. 17, No. 14. April 6, 1881","Various"
"The pathology of influenza","M. C. Winternitz Isabel M. Wason, and Frank P. McNamara"
"Jean-Christophe Pariisissa I","Romain Rolland"
"Horse Training by Modern Methods","Allan Melvill Pope"
"Karlsschüler und Dichter","Anton Ohorn"
"The Woman and the Car","Dorothy Levitt"
"The Girl's Own Paper, Vol. 20, No. 999, February 18, 1899","Various"
"The Enchanted Burro","Charles Fletcher Lummis"
"Heritage","Victoria Mary Sackville-West"
"The Red Chancellor","Sir William Magnay"
"The Tale of the Spinning Wheel","Elizabeth Cynthia Barney Buel"
"Flint Hills Cook Book","Women of Christ Church Parish"
"Doctor Dolittle's Post Office","Hugh Lofting"
"The Girl's Own Paper, Vol. 20, No. 1008, April 22, 1899","Various"
"The master of St. Benedict's, Vol. 2 of 2","Alan St. Aubyn"
"The Living Mummy","Ambrose Pratt"
"The Past and the Present Condition, and the Destiny of the Colored Race","Henry Highland Garnet and New York Female Benevolent Society"
"In the Dozy Hours","Agnes Repplier"
"Gegen den Strich","Joris-Karl Huysmans"
"The Wolf Demon","Albert W. Aiken"
"The Dolphin in History","Ashley Montagu and John C. Lilly"
"English Hours","Henry James"
"The Mary Frances Sewing Book","Jane Eayre Fryer"
"Soljalan emäntä","Eino Railo"
"The causes of prostitution","James P. Warbasse"
"The Somerset Coast","Charles G. Harper"
"A Vagabond in the Caucasus","Stephen Graham"
"Legendary Tales of the Highlands, Vol. 2 of 3","Thomas Dick Lauder"
"It Happened in Japan","Baroness Albert d'Anethan"
"A Strange World, Vol. 2 of 3","M. E. Braddon"
"Princess Kiku: A Japanese Romance","M. F. Hutchinson"
"The American Phrenological Journal and Miscellany Vol. 1, No. 8, May 1, 1839","Various"
"Graham's Magazine, Vol. 31, No. 5, November 1847","Various"
"The Crayfish","Thomas Henry Huxley"
"Scotts Bluff National Monument, Nebraska","Merrill J. Mattes"
"Landmarks of Charleston","Thomas Petigru Lesesne"
"Vaccination a Delusion","Alfred Russel Wallace"
"Onnen aalloissa","Santeri Ivalo"
"Cosas de España; tomo 2","Richard Ford"
"Voyage to Jupiter","David Morrison and Jane Samz"
"The White Eagle of Poland","E. F. Benson"
"Legendary Tales of the Highlands, Vol. 1 of 3","Thomas Dick Lauder"
"The Earth Quarter","Damon Knight"
"Autographs for Freedom","Various"
"Viaje a los Estados Unidos, Tomo 3","Fidel Guillermo Prieto"
"The Hastings Road","Charles G. Harper"
"The Initials","Jemima Montgomery Tautphoeus"
"A B C of Gothic Architecture","John Henry Parker"
"Ruth","Anonymous"
"The Monthly Review of Dental Surgery","Various"
"A View of Society and Manners in Italy, Vol. 2 of 2","John Moore"
"A View of Society and Manners in Italy, Vol. 1 of 2","John Moore"
"Where Animals Talk","Robert Hamill Nassau"
"Journey Work","Dave Dryfoos"
"From Paddington to Penzance","Charles G. Harper"
"The master of St. Benedict's, Vol. 1 of 2","Alan St. Aubyn"
"Harper's Young People, August 1, 1882","Various"
"Race Riot","Ralph Williams"
"The Kentish Coast","Charles G. Harper"
"Islannin kalastajat","Pierre Loti"
"The Mysteries and Miseries of San Francisco","A Californian"
"Village Folk-Tales of Ceylon, Vol. 3 of 3","H. Parker"
"Graham's Magazine, Vol. 31, No. 4, October 1847","Various"
"Aviation in Canada 1917-1918","Various"
"The Crescent Moon","Francis Brett Young"
"Aarnihauta ja muita juttuja","H. G. Wells"
"The Osbornes","E. F. Benson"
"The Men of Boru","Jack A. Nelson"
"Our Family Affairs, 1867-1896","E. F. Benson"
"Philosophical Essayon Probabilities","Pierre Simon Marquis de Laplace"
"Graham's Magazine, Vol. 31, No. 3, September 1847","Various"
"Hertfordshire","Richard Lydekker"
"Donahey's Cartoons","J. H. Donahey"
"Washington and the Riddle of Peace","H. G. Wells"
"Judith Moore; or, Fashioning a Pipe","Joanna E. Wood"
"Harper's Round Table, July 28, 1896","Various"
"Tarzan and the Golden Lion","Edgar Rice Burroughs"
"Skewbald, The New Forest Pony","Allen W. Seaby"
"My Musical Life","Walter Damrosch"
"The Midlander","Booth Tarkington"
"East London","Walter Besant"
"Harper's Round Table, July 21, 1896","Various"
"Biology and its Makers","William A. Locy"
"The Murder on the Links","Agatha Christie"
"Volvoreta","Wenceslao Fernández-Flórez"
"Graham's Magazine, Vol. 31, No. 2, August 1847","Various"
"An Englishwoman in the Philippines","Mrs. Campbell Dauncey"
"Perheonni","graf Leo Tolstoy"
"Throne-Makers","William Roscoe Thayer"
"The Little Room and Other Stories","Madelene Yale Wynne"
"Graham's Magazine, Vol. 31,  No. 1, July 1847","Various"
"A treatise on the esculent funguses of England","Charles David Badham"
"Deutschlands europäische Sendung","Friedrich Lienhard"
"A Legacy of Fun","Abraham Lincoln"
"Steam Navigation and Its Relation to the Commerce of Canada and the United States","James Croil"
"Nick Tappoli","Jakob Christoph Heer"
"Jean Christophe IV","Romain Rolland"
"Kate Aylesford","Charles J. Peterson"
"Improved Queen-Rearing","Henry Alley"
"The Holyhead Road, Vol 2","Charles G. Harper"
"Colour Decoration of Architecture","James Ward"
"Advice on Fox-Hunting","Henry Verney"
"The King's Ring","Zacharias Topelius"
"The Boy Travellers in the Far East, Part Fourth","Thomas W. Knox"
"Dagonet Abroad","George R. Sims"
"London City","Walter Besant"
"Harper's Young People, July 25, 1882","Various"
"Teutonic Mythology, Vol. 3 of 3","Viktor Rydberg"
"Teutonic Mythology, Vol. 2 of 3","Viktor Rydberg"
"L'Afrique aux Noirs","Paul Otlet"
"Wedding Day","Winston Marks"
"Double Take","Wilson Parks Griffith"
"The Scottish Journal of Topography, Antiquities, Traditions etc., Vol. 1, No. 22, January 29, 1848","Various"
"The Early Life of Washington","Anonymous"
"Whose Body?","Dorothy L. Sayers"
"The Choir School of St. Bede's","Frederick Harrison"
"Quelques dames du XVIe siècle et leurs peintres","Henri Bouchot"
"The Praying Skipper, and Other Stories","Ralph Delahaye Paine"
"Simla Village Tales","Alice Elizabeth Dracott"
"Sekasointuja","L. Onerva"
"A Short History of the Royal Navy 1217-1815","David Hannay"
"Cartoons on the War","Boardman Robinson"
"Sermons Of The Rev. Francis A. Baker","Rev. A. F. Hewit"
"Koulumestari ja hänen poikansa","Karl Heinrich Caspari"
"The Heavens Above","Joseph Anthony Gillet and William James Rolfe"
"British Popular Customs","T. F. Thistelton Dyer"
"The Dances of Death","John Holbein"
"Deutsche Romantik","Oskar Franz Walzel"
"Die Deutschen Familiennamen","Albert Heintze"
"The Witch-Maid and other verses","Dorothea Mackellar"
"Community Property","Alfred Coppel"
"Essais de Montaigne (self-édition) - Vol. 3","Michel de Montaigne"
"The Girl of the Golden West","David Belasco"
"History of the Australian Bushrangers","George E. Boxall"
"The Gun Runners","Ralph Williams"
"David Crockett: Scout","Charles Fletcher Allen"
"Through the Wheat","Thomas Boyd"
"Memoir of a Brother","Thomas Hughes"
"The Englishwoman in Russia","A Lady"
"The Daughter of Virginia Dare","Mary Virginia Wall"
"Anatole France","Walter Lionel George"
"Precepts in Practice","A. L. O. E"
"A Cold Night for Crying","Milton Lesser"
"Robin Hood","Anonymous"
"Jean Christophe III","Romain Rolland"
"The Elements of Child-protection","Sigmund Engel"
"The Queen's Reign","Walter Besant"
"The Gray Angels","Nalbro Bartley"
"And Gone Tomorrow","Andy Offut"
"The Letters of S. Ambrose, Bishop of Milan","Saint Ambrose"
"Neues Spanisch-Deutsches Wörterbuch || Nuevo diccionario español-alemán","Theodor Stromer"
"Lives of Famous Indian Chiefs","Norman B. Wood"
"Durch den Nebel","F. Hugin"
"Robinson-koulu","Jules Verne"
"The Life of Bismarck, Private and Political","George Hesekiel"
"The North Devon Coast","Charles G. Harper"
"Court Netherleigh","Mrs. Henry Wood"
"Les Machines","Joe Love"
"Kunnon Kasper ja kaunis Anni","Clemens Brentano"
"The Lost Tribes of the Irish in the South","Irvin Shrewsbury Cobb"
"Beryl of the Biplane","William le Queux"
"The Life of a Fox","Thomas Smith"
"On Horseback Through Asia Minor, Vol. 1 of 2","Fred Burnaby"
"The Preacher's Complete Homiletic Commentary on the Books of the Bible, Vol. 13 of 32","W. Harris"
"Suicide","William Wynn Westcott"
"The Cowardly Lion of Oz","Ruth Plumly Thompson"
"Cycle Rides Round London","Charles G. Harper"
"Jack Jingle, and Sucky Shingle","Anonymous"
"The New-Year's Bargain","Susan Coolidge"
"The Precious Name, Proofs of the Godhead and a Hymn","John Church"
"Hirsipuumies","Runar Schildt"
"The British Journal of Dermatology, April 1905","Various"
"First Stage: Moon","Dick Hetschel"
"Chats on Old Silver","Arthur Hayden"
"A Manual of Pyrotechny","G. W. Mortimer"
"A Lost Leader","Dorothea Townshend"
"Soffrona and her Cat Muff","Mary Martha Sherwood"
"The Roses of Saint Elizabeth","Jane Scott Woodruff"
"The Ivory Workers of the Middle Ages","Anna Maria Cust"
"The Friendly Five","Mary C. Hungerford"
"Superstition and Force","Henry Charles Lea"
"Inducements to the Colored People of the United States to Emigrate to British Guiana","Richard Hildreth and Edward Carbery"
"Escape Velocity","Charles L. Fontenay"
"Holcomb, Fitz, and Peate: Three 19th Century American Telescope Makers","Robert P. Multhauf"
"Memoir of the Life and Services of Vice-Admiral Sir Jahleel Brenton, Baronet, K.C.B.","Jahleel Brenton"
"Jean Christophe II","Romain Rolland"
"Money is the Root of All Good","Patrick Wilkins"
"Little Boy","Harry Neal"
"Esko Virtalan esittämiä kertomuksia","Edvin Calamnius"
"The House of Sleep","Elizabeth BartlettC"
"On Horseback Through Asia Minor, Vol. 2 of 2","Fred Burnaby"
"English Church Architecture of the Middle Ages","A. Freeman Smith"
"Peace","Norman Arkawy and Stanley Henig"
"Pleasing Poetry and Pictures","Anonymous"
"Spatial Delivery","Randall Garrett"
"Windmills and wooden shoes","Maude M. Grant"
"A View of Society and Manners in France, Switzerland and Germany, Volume 2 of 2","John Moore"
"Miracle by Price","Irving E. Cox"
"Southern Literary Messenger, Vol. 1, No. 12, August, 1835","Various"
"Small Talk at Wreyland, Third Series","Cecil Torr"
"Small Talk at Wreyland, Second Series","Cecil Torr"
"Small Talk at Wreyland, First Series","Cecil Torr"
"Quickie","Milton Lesser"
"Oswego-joella","James Fenimore Cooper"
"Bernardin de St. Pierre","Arvède Barine"
"Unwelcomed Visitor","William Morrison"
"Odette","Ronald Firbank"
"How the National Association for the Advancement of Colored People Began","Mary White Ovington"
"Bobby Blake in the Frozen North","Frank A. Warner"
"The Early History of the Post in Grant and Farm","James Wilson Hyde"
"The Day of Doom","Michael Wigglesworth"
"Drawings of Old London","Philip Norman"
"New History of the Life and Adventures of Tom Thumb","Unknown"
"México tal cual es","Carlo de Fornaro"
"Campfire Girls' Lake Camp","Irene Elliott Benson"
"Traced and Tracked","James McGovan"
"The Land of Darkness","Margaret Oliphant"
"When Scout Meets Scout","Ashton Lamar"
"When Scout Meets Scout","Ashton Lamar"
"The British Journal of Photography, No. 613, Vol 19 February 2, 1872","Various"
"Essais de Montaigne, Vol. 4","Michel de Montaigne"
"Memoirs of the Reign of King George the Second Vol. 3 of 3","Horace Walpole"
"The Sunny South Oölogist. Vol. 1","Edwin C. Davis"
"Key and Guide to Native Trees, Shrubs, and Woody Vines of Dallas County","Norma J. Stillwell"
"The Cricket of Abel, Hirst, and Shrewsbury","Various"
"Edina","Mrs. Henry Wood"
"Crimes and Punishments","James Anson Farrer"
"Sunny-San","Winnifred Eaton"
"Les plaisirs et les jours","Marcel Proust"
"American Architecture; Studies","Montgomery Schuyler"
"Whale Primer","Theodore Joseph Walker"
"Highland Legends","Thomas Dick Lauder"
"A Wreath of Indian Stories","A. L. O. E"
"The Vigil of Brunhild","Frederic Manning"
"Round about a Pound a Week","Maud Pember Reeves"
"Poesias Eroticas, Burlescas, e Satyricas de M.M. de Barbosa du Bocage","Manuel Maria Barbosa du Bocage"
"Jungle in the Sky","Milton Lesser"
"China und Japan","Ernst von Hesse-Wartegg"
"The privilege of pain","Caroline Kane Mills Everett"
"Finding Themselves","Julia Stimson"
"Flora von Deutschland","Otto Schmeil and Jost Fitschen"
"Infinity's Child","Charles V. de Vet"
"The History of Battery H First Regiment Rhode Island Light Artillery in the War to Preserve the Union 1861-1865","Earl Fenner"
"The Land of Content","Edith Barnard Delano"
"A Parisian Sultana, Vol. 3 of 3","Adolphe Belot"
"A Parisian Sultana, Vol. 2 of 3","Adolphe Belot"
"A Parisian Sultana, Vol. 1 of 3","Adolphe Belot"
"Jean Christophe I","Romain Rolland"
"It Takes a Thief","Walter Miller"
"Westminster","Walter Besant"
"The Holyhead Road, Vol 1","Charles G. Harper"
"Dreamer's World","Bryce Walton"
"Stage-coach and Mail in Days of Yore, Vol. 2 of 2","Charles G. Harper"
"Stage-coach and Mail in Days of Yore, Vol. 1 of 2","Charles G. Harper"
"Riceyman Steps","Arnold Bennett"
"My Rubaiyat","Sadakichi Hartmann"
"The Housekeeper's Valuable Present","Robert Abbot"
"Gloves","Willard M. Smith"
"Pussy and Her Language","Marvin R. Clark and Alphonse Leon Grimaldi"
"Resurrection Seven","Stephen Marlowe"
"A Little Colored Boy and Other Stories","Methodist Book Concern"
"The Child in Human Progress","George Henry Payne"
"Tales from the Gesta Romanorum","Anonymous"
"The psycho-analytic study of the family","J. C. Flügel"
"The Revealing Pattern","Alvin Heiner"
"Wessex","Charles G. Harper"
"Three Great Epoch-Makers in Music","Edward Farnsworth"
"Elegìe Romane","Gabriele D'Annunzio"
"Oration on Charles Sumner, Addressed to Colored People","Anonymous"
"Teatro selecto, tomo 3 de 4","Pedro Calderón de la Barca"
"Whipperginny","Robert von Ranke Graves"
"Wenn Landsleute sich begegnen","Jassy Torrund"
"Reise ins heilige Land","Anton Prokesch Ritter von Osten"
"Welcome Martians","S. A. Lombino"
"Rogue's Haven","Roy Bridges"
"Hajamietteitä kapinaviikolta 3 of 3","Juhani Aho"
"Board-Work;","Edwin Creer"
"Cavalry","Friedrich von Bernhardi"
"An Irish Cousin, Vol. 2 of 2","Geilles Herring and Martin Ross"
"An Irish Cousin, Vol. 1 of 2","Geilles Herring and Martin Ross"
"Maryland Line in the Confederate States Army","W. W. Goldsborough"
"Nuoren tytön elämäntarina","Cornelia Lewetzow"
"Pyhä sontiainen","Else Jerusalem"
"The Magic Makers and the Bramble Bush Man","Margaret Sutton"
"Watermelon Mystery at Sugar Creek","Paul Hutchens"
"Bob Steele In Strange Waters","Donald Grayson"
"North Woods Manhunt","Paul Hutchens"
"Hours in a Library Vol. 3 of 3","Leslie Stephen"
"Sailor and beachcomber","Arnold Safroni-Middleton"
"The Briary Bush","Floyd Dell"
"War-Time Breads and Cakes","Amy L. Handy"
"The Power of a Lie","Johan Bojer"
"The Hymn-Book of the Modern Church","Arthur E. Gregory"
"The Voice of Faith in the Valley of Achor, Vol. 2 of 2","John Church"
"The Last Rebel","Joseph A. Altsheler"
"The Voice of Faith in the Valley of Achor, Vol. 1 of 2","John Church"
"Lirica","Annie Vivanti"
"Mediæval London","Walter Besant"
"The Phoenix of Sodom","Robert Holloway"
"The Ornithologist and Oölogist. Vol. 8, No. 3, March 1883","Various"
"New Hampshire, A Poem; with Notes and Grace Notes","Robert Frost"
"Buried Treasure of Casco Bay","Bernett Faulkner Kennedy, Jr"
"The Boy Travellers in the Far East, Part Third","Thomas W. Knox"
"Ludwig Tieck","Rudolf Köpke"
"An Essay on Laughter","James Sully"
"The Boot and Shoe Manufacturers' Assistant and Guide","Various"
"The Olivia Letters","Emily Edson Briggs"
"Christ the True Melchisedec","John Church"
"A Treatise on Fractures, Luxations, and other Affections of the Bones","Pierre-Joseph Desault"
"Hiking Westward","Roger W. Conant"
"The Sacrifice of Life","John Church"
"The Devil and Parson Church","Anonymous"
"Another Brownie Book","Palmer Cox"
"The Meredith Mystery","Natalie Sumner Lincoln"
"Character Sketches of Romance, Fiction, and the Drama Vol. 2 of 4","E. Cobham Brewer"
"The Golden Boys Rescued by Radio","Levi Parker Wyman"
"White Lightning","Edwin Herbert Lewis"
"The Garden of God","H. De Vere Stacpoole"
"Milch Cows and Dairy Farming","Charles Louis Flint"
